time,.time,.true_n,.true_velocity,.predicted_n,.predicted_velocity,.key_event,.key_event_time
2023/04/21/09:36:05.746285,103.54011535644531,1.0980638265609741,17.410354614257812,1.022070050239563,17.410354614257812,0.0,0.0
2023/04/21/09:36:06.137375,104.0383529663086,0.9543938636779785,17.351604461669922,1.0215996503829956,17.351604461669922,0.0,0.0
2023/04/21/09:36:06.834875,104.63907623291016,0.8133867383003235,17.304689407348633,1.019783854484558,17.304689407348633,0.0,0.0
2023/04/21/09:36:07.234492,105.14286804199219,0.758103609085083,16.672962188720703,1.0174500942230225,16.759544372558594,0.0,0.0
2023/04/21/09:36:07.634093,105.5436019897461,0.842487633228302,16.519575119018555,1.015934944152832,16.519575119018555,0.0,0.0
2023/04/21/09:36:08.340302,105.84156799316406,0.7682978510856628,16.33604621887207,1.0137203931808472,16.33604621887207,0.0,0.0
2023/04/21/09:36:08.941264,106.24149322509766,0.9057406187057495,16.173744201660156,1.0128289461135864,16.173744201660156,0.0,0.0
2023/04/21/09:36:09.144167,106.73786163330078,0.9588457345962524,15.824565887451172,1.0124485492706299,15.824565887451172,0.0,0.0
2023/04/21/09:36:09.336413,107.15298461914062,0.7796973586082458,15.499324798583984,1.0103638172149658,15.499324798583984,0.0,0.0
2023/04/21/09:36:09.336502,107.15298461914062,0.9546781182289124,15.499324798583984,1.0099563598632812,15.499324798583984,0.0,0.0
2023/04/21/09:36:09.442975,107.15298461914062,1.081809163093567,15.499324798583984,1.0107605457305908,15.499324798583984,0.0,0.0
2023/04/21/09:36:09.836560,107.74107360839844,1.1741751432418823,15.187958717346191,1.012438178062439,15.187958717346191,0.0,0.0
2023/04/21/09:36:10.038928,107.94078826904297,1.0557665824890137,15.126233100891113,1.0129812955856323,15.126233100891113,0.0,0.0
2023/04/21/09:36:10.146714,108.14166259765625,0.9993625283241272,15.118896484375,1.0129854679107666,15.118896484375,0.0,0.0
2023/04/21/09:36:10.347415,108.25050354003906,0.9635335803031921,15.13280963897705,1.0126495361328125,15.13280963897705,0.0,0.0
2023/04/21/09:36:10.437671,108.34175872802734,1.0231002569198608,15.214569091796875,1.0128803253173828,15.214569091796875,0.0,0.0
2023/04/21/09:36:10.634074,108.44979858398438,0.9224300980567932,15.255435943603516,1.0121554136276245,15.255435943603516,0.0,0.0
