time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2023/04/21/09:42:02.241034,11162,1682088063,541372352,map,67.1268310546875,-208.29312133789062,85.98091888427734,-0.3278913704518169,0.21776663915768715,-0.4337138094018713,0.8105290150658231
2023/04/21/09:42:02.241144,11163,1682088063,583372352,map,67.5597915649414,-208.73851013183594,85.9532699584961,-0.3227517940835802,0.22276953329620308,-0.429858236773519,0.8132816046686453
2023/04/21/09:42:02.241242,11164,1682088063,611372352,map,67.87335205078125,-209.0493621826172,85.93110656738281,-0.3058157204805611,0.2457239239854867,-0.4164494276540206,0.8201625413033824
2023/04/21/09:42:02.241359,11165,1682088063,653479616,map,68.32776641845703,-209.491943359375,85.89398193359375,-0.29300778317521436,0.26820022189868703,-0.40369680281898834,0.8241626144018543
2023/04/21/09:42:02.241385,11166,1682088063,683479616,map,68.65367889404297,-209.8074493408203,85.86205291748047,-0.2865323784131292,0.2816658079268495,-0.3950895734160935,0.8261162051240313
2023/04/21/09:42:02.241454,11167,1682088063,711479616,map,68.9841537475586,-210.12001037597656,85.82421875,-0.2715531064306719,0.3087499919764236,-0.3738319042123812,0.831373666227553
2023/04/21/09:42:02.241547,11168,1682088063,748479616,map,69.3472671508789,-210.45440673828125,85.77660369873047,-0.2586583993009533,0.32593082286545755,-0.35658465515845017,0.8364881862943501
2023/04/21/09:42:02.241714,11169,1682088063,782479616,map,69.79879760742188,-210.864013671875,85.70700073242188,-0.2519869272349593,0.3339472430142827,-0.34635203254273267,0.8396559855752773
2023/04/21/09:42:02.241857,11170,1682088063,813479616,map,70.14051818847656,-211.16900634765625,85.64713287353516,-0.23434252579333217,0.3445978385608606,-0.3237005249119165,0.8494432635162044
2023/04/21/09:42:02.241944,11171,1682088063,848579200,map,70.51502227783203,-211.4998779296875,85.57473754882812,-0.22052876448498504,0.34406439116761434,-0.3056787432229008,0.8599693967849515
2023/04/21/09:42:02.242028,11172,1682088063,883579200,map,70.98375701904297,-211.91326904296875,85.47749328613281,-0.21211156468531372,0.3385073818750136,-0.2923868916080201,0.8688678609110567
2023/04/21/09:42:02.242112,11173,1682088063,911579200,map,71.33926391601562,-212.21969604492188,85.39852142333984,-0.20405940927730745,0.32173487492270925,-0.269950944033913,0.8842923430605886
2023/04/21/09:42:02.242194,11174,1682088063,949686976,map,71.72969055175781,-212.54624938964844,85.30850219726562,-0.20421481524447924,0.30027680799103973,-0.24939445087545206,0.8977375670572003
2023/04/21/09:42:02.242350,11175,1682088063,983686976,map,72.22066497802734,-212.94277954101562,85.19863891601562,-0.20787853015005392,0.28275141607871707,-0.23517039526520742,0.9063845830850894
2023/04/21/09:42:02.242395,11176,1682088064,11686976,map,72.59732818603516,-213.23443603515625,85.1170654296875,-0.21810093215500745,0.25414594959931247,-0.21520008047583608,0.9173499708090173
2023/04/21/09:42:02.242539,11177,1682088064,45793472,map,73.01195526123047,-213.5486297607422,85.02986145019531,-0.22757580119115903,0.22988369017571966,-0.20188353080772795,0.9244490173847982
2023/04/21/09:42:02.242551,11178,1682088064,82793472,map,73.53006744384766,-213.93994140625,84.9266586303711,-0.23341189110953073,0.21305646080898,-0.19481883391348342,0.9285319090405939
2023/04/21/09:42:02.242635,11179,1682088064,113793472,map,73.92737579345703,-214.2245635986328,84.85234832763672,-0.24472388990580057,0.18712852500501126,-0.18570883475470223,0.9330624002275756
2023/04/21/09:42:02.242720,11180,1682088064,142888448,map,74.3658676147461,-214.52215576171875,84.77477264404297,-0.2604083022068112,0.16255471015032533,-0.17756648509088263,0.9350046955943516
2023/04/21/09:42:02.243616,11181,1682088064,181888448,map,74.9169921875,-214.8760223388672,84.68627166748047,-0.270920779896641,0.15080606539367108,-0.17359056213660734,0.9347330591556989
2023/04/21/09:42:02.243646,11182,1682088064,212888448,map,75.3392333984375,-215.12950134277344,84.62686157226562,-0.2919228231957788,0.12758996384855903,-0.16698307425500902,0.9330694808981254
2023/04/21/09:42:02.243661,11183,1682088064,252984960,map,75.94937896728516,-215.48287963867188,84.5500717163086,-0.3026322741821242,0.10893696988281991,-0.16439934600074563,0.9324801415153976
2023/04/21/09:42:02.243673,11184,1682088064,283984960,map,76.37700653076172,-215.72486877441406,84.50242614746094,-0.30505725633147124,0.09918442094506584,-0.16402727362209146,0.9328438688180465
2023/04/21/09:42:02.243684,11185,1682088064,312984960,map,76.81048583984375,-215.95643615722656,84.45968627929688,-0.303486759388834,0.0782550335444048,-0.1643935718824997,0.9352789872844605
2023/04/21/09:42:02.243695,11186,1682088064,353087104,map,77.43379974365234,-216.2666015625,84.405517578125,-0.30134344462808527,0.06324989146413207,-0.16350722365831555,0.9372603949266547
2023/04/21/09:42:02.243854,11187,1682088064,383087104,map,77.87860870361328,-216.4755859375,84.37212371826172,-0.29965719136601293,0.05457071739082917,-0.1621564593103899,0.9385803077814703
2023/04/21/09:42:02.243874,11188,1682088064,417087104,map,78.32755279541016,-216.67559814453125,84.34249877929688,-0.29685586946959996,0.047382540767159816,-0.15831043294322533,0.940515480330848
2023/04/21/09:42:02.243893,11189,1682088064,450181824,map,78.81631469726562,-216.8863067626953,84.31494903564453,-0.2963810325375641,0.05112441173494187,-0.15306171731076967,0.9413377653452955
2023/04/21/09:42:02.243904,11190,1682088064,482181824,map,79.2660140991211,-217.08285522460938,84.29280090332031,-0.2967871068862544,0.057903995735722365,-0.14951438565900177,0.9413873300391444
2023/04/21/09:42:02.244056,11191,1682088064,520181824,map,79.90938568115234,-217.34664916992188,84.26246643066406,-0.2974936671914032,0.07827317776268874,-0.1405411951704869,0.9410733781645868
2023/04/21/09:42:02.244073,11192,1682088064,551288576,map,80.3661880493164,-217.52662658691406,84.23934936523438,-0.2966109962797517,0.09878882008823046,-0.1299852640798424,0.940939182598928
2023/04/21/09:42:02.244090,11193,1682088064,580288576,map,80.8252182006836,-217.70138549804688,84.2127456665039,-0.2960931590255226,0.11058304666154925,-0.12250837100716128,0.9407932280625348
2023/04/21/09:42:02.244102,11194,1682088064,619288576,map,81.47955322265625,-217.94009399414062,84.1669692993164,-0.2959095199382045,0.1355417834153291,-0.10262336143917593,0.9399651689298412
2023/04/21/09:42:02.244120,11195,1682088064,653390208,map,81.94440460205078,-218.11033630371094,84.12863159179688,-0.2966011655273365,0.15604633585135635,-0.083324277359189,0.9384745613385566
2023/04/21/09:42:02.244132,11196,1682088064,678390208,map,82.41349029541016,-218.2874755859375,84.08584594726562,-0.29788962629645094,0.16540366325391168,-0.07331077620887975,0.9372988328524966
2023/04/21/09:42:02.245430,11197,1682088064,718390208,map,83.04064178466797,-218.5169219970703,84.01863098144531,-0.30329988026253674,0.1800849805603631,-0.0498192608138172,0.9343964744234909
2023/04/21/09:42:02.245453,11198,1682088064,748497216,map,83.51251983642578,-218.6837158203125,83.96089935302734,-0.3114516971622031,0.18165875968882805,-0.026160169549075397,0.9323699275065416
2023/04/21/09:42:02.245497,11199,1682088064,779497216,map,84.02528381347656,-218.85655212402344,83.8940200805664,-0.3149153462462526,0.17885816482555195,-0.016631188569247324,0.9319664978725952
2023/04/21/09:42:02.245514,11200,1682088064,808497216,map,84.50043487548828,-219.010498046875,83.82910919189453,-0.32413276191681994,0.16242398643131273,0.0093933524213199,0.9319164695634128
2023/04/21/09:42:02.245532,11201,1682088064,848596032,map,85.17760467529297,-219.21560668945312,83.73694610595703,-0.33493561031946556,0.1334447616993135,0.036470679540840774,0.9320303503480893
2023/04/21/09:42:02.246754,11202,1682088064,880596032,map,85.65869903564453,-219.35592651367188,83.67675018310547,-0.33756271821755873,0.1230834120715317,0.04408004015839163,0.932179718779212
2023/04/21/09:42:02.246789,11203,1682088064,918596032,map,86.30534362792969,-219.5224151611328,83.60130310058594,-0.34179258647082417,0.09735797672813412,0.061438599039239934,0.9326974928131683
2023/04/21/09:42:02.246804,11204,1682088064,949704832,map,86.83389282226562,-219.63890075683594,83.54279327392578,-0.34172797535205696,0.07507224052211975,0.07489865872652757,0.933796724769181
2023/04/21/09:42:02.251292,11205,1682088064,978704832,map,87.32367706298828,-219.73521423339844,83.49095916748047,-0.3408742803987567,0.06478150793901793,0.08064171474516751,0.9344008998425846
2023/04/21/09:42:02.334537,11206,1682088065,18704832,map,87.97844696044922,-219.84481811523438,83.42552947998047,-0.337597721175247,0.04424910170448101,0.09004922850758712,0.9359278801641342
2023/04/21/09:42:02.334647,11207,1682088065,50810560,map,88.50926971435547,-219.9261932373047,83.37622833251953,-0.3318398400026434,0.023904807391560333,0.09848264430722309,0.9378764132644899
2023/04/21/09:42:02.334742,11208,1682088065,79810560,map,88.99484252929688,-220.00762939453125,83.33585357666016,-0.32832570953078993,0.013639004669352715,0.10239559986982288,0.9388990222499097
2023/04/21/09:42:02.334841,11209,1682088065,108810560,map,89.48094177246094,-220.07550048828125,83.29939270019531,-0.32226962886825955,-0.00637548001725808,0.11017186200747697,0.9401935205550733
2023/04/21/09:42:02.334938,11210,1682088065,148910144,map,90.16986083984375,-220.14744567871094,83.25399017333984,-0.316686067061097,-0.026530935375425675,0.11814516066191932,0.9407697944147628
2023/04/21/09:42:02.335035,11211,1682088065,188910144,map,90.8166275024414,-220.19500732421875,83.22006225585938,-0.31275642134648673,-0.04324776634084713,0.12752751275577795,0.9402392077388592
2023/04/21/09:42:02.335133,11212,1682088065,218910144,map,91.30040740966797,-220.21688842773438,83.19965362548828,-0.31141510842933967,-0.04904657210335487,0.13249253795090682,0.9397131729225947
2023/04/21/09:42:02.335292,11213,1682088065,250017152,map,91.82311248779297,-220.22622680664062,83.18211364746094,-0.3106280897903836,-0.05211681196669158,0.13735110020669716,0.9391105994294344
