time2,time1,true_n,true_velocity,predicted_n,predicted_velocity,bounds_crossed
2023/04/21/09:37:10.236544,164.1466522216797,1.0310204029083252,10.907181739807127,1.015091061592102,10.907181739807127,0
2023/04/21/09:37:10.236625,164.54019165039062,1.0421515703201294,10.94614315032959,1.0154234170913696,10.94614315032959,0
2023/04/21/09:37:10.236638,164.94363403320312,1.1214368343353271,10.986270904541016,1.0164141654968262,10.986270904541016,0
2023/04/21/09:37:10.236662,165.3412322998047,1.1232151985168457,11.013398170471191,1.0174145698547363,11.013398170471191,0
2023/04/21/09:37:10.236690,165.3412322998047,1.027119517326355,11.013398170471191,1.017610788345337,11.013398170471191,0
2023/04/21/09:37:10.236822,165.7449951171875,0.9573019742965698,11.387295722961426,1.0172256231307983,11.387295722961426,0
2023/04/21/09:37:10.236834,165.7449951171875,1.1143531799316406,12.29648494720459,1.0181469917297363,12.29648494720459,0
2023/04/21/09:37:10.236877,165.7449951171875,1.2284574508666992,12.29648494720459,1.0200111865997314,12.29648494720459,0
2023/04/21/09:37:10.236889,166.24636840820312,1.230772614479065,13.30479907989502,1.0218853950500488,13.30479907989502,0
2023/04/21/09:37:10.236997,166.53810119628906,1.0579859018325806,13.23022174835205,1.022316813468933,13.23022174835205,0
2023/04/21/09:37:10.237014,166.64695739746094,1.008163571357727,12.786805152893066,1.022333025932312,12.786805152893066,0
2023/04/21/09:37:10.237025,166.8525390625,0.9994450211524964,12.671585083007812,1.022276759147644,12.671585083007812,0
2023/04/21/09:37:10.237035,166.8525390625,0.9590757489204408,12.671585083007812,1.0218862295150757,12.671585083007812,0
2023/04/21/09:37:10.237052,167.24513244628906,0.9297457337379456,12.435259819030762,1.0212547779083252,12.435259819030762,0
2023/04/21/09:37:10.237063,167.24513244628906,0.9311875700950624,12.23963451385498,1.020638108253479,12.23963451385498,0
2023/04/21/09:37:10.237132,167.63803100585938,0.9844911098480223,11.891197204589844,1.0204652547836304,11.891197204589844,0
2023/04/21/09:37:10.237155,167.7493896484375,0.9242108464241028,11.703182220458984,1.0197948217391968,11.703182220458984,0
2023/04/21/09:37:10.237231,168.04478454589844,0.9102481603622437,11.636390686035156,1.019012212753296,11.636390686035156,0
2023/04/21/09:37:15.144864,168.14414978027344,0.9563065767288208,11.636390686035156,1.0186136960983276,11.636390686035156,0
2023/04/21/09:37:15.144891,168.44393920898438,0.967304527759552,11.33607006072998,1.0183076858520508,11.33607006072998,0
2023/04/21/09:37:15.145006,168.5452880859375,1.0353121757507324,11.33607006072998,1.018563985824585,11.33607006072998,0
2023/04/21/09:37:15.145025,168.5452880859375,1.0589947700500488,11.33607006072998,1.0190142393112185,11.33607006072998,0
2023/04/21/09:37:15.145219,168.74819946289062,1.0762012004852295,10.889178276062012,1.0196038484573364,10.889178276062012,0
2023/04/21/09:37:15.145268,168.84231567382812,1.148070216178894,10.639103889465332,1.0207823514938354,10.639103889465332,0
2023/04/21/09:37:15.145288,169.0393829345703,1.1140419244766235,10.068939208984377,1.021674871444702,10.068939208984377,0
2023/04/21/09:37:15.145520,169.14833068847656,0.9381499290466307,9.940342903137209,1.0211158990859983,9.940342903137209,0
2023/04/21/09:37:15.145544,169.4422607421875,0.7563066482543945,10.012152671813965,1.0190644264221191,10.012152671813965,0
2023/04/21/09:37:15.145695,169.4491424560547,0.643815279006958,10.14385223388672,1.0160982608795166,10.14385223388672,0
2023/04/21/09:37:15.233936,169.64761352539062,0.5311242938041687,10.619250297546388,1.0122207403182983,10.619250297546388,0
2023/04/21/09:37:15.233963,169.73861694335938,0.5961373448371887,10.619250297546388,1.0088958740234375,10.619250297546388,0
2023/04/21/09:37:15.234179,169.8442840576172,0.6896968483924866,10.917251586914062,1.006354808807373,10.917251586914062,0
2023/04/21/09:37:15.234201,169.85032653808594,0.8044962286949158,11.239659309387209,1.0047675371170044,11.239659309387209,0
2023/04/21/09:37:15.234306,170.04823303222656,0.9030429124832152,11.770318984985352,1.0039957761764526,11.770318984985352,0
2023/04/21/09:37:15.234331,170.2482147216797,1.106775164604187,11.959088325500488,1.0048969984054563,11.959088325500488,0
2023/04/21/09:37:15.234591,170.33828735351562,1.1145310401916504,11.959088325500488,1.005857229232788,11.959088325500488,0
2023/04/21/09:37:15.234621,170.3494873046875,1.0728793144226074,12.091663360595703,1.006471872329712,12.091663360595703,0
2023/04/21/09:37:15.234784,170.44789123535156,1.1009745597839355,12.266229629516602,1.007313251495361,12.266229629516602,0
